"address","categories/0","categories/1","categories/2","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Meal type","reviewContext/Noise level","reviewContext/Parking space","reviewContext/Price per person","reviewContext/Recommendation for vegetarians","reviewContext/Reservation","reviewContext/Service","reviewContext/Wait time","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Fábio Tanniguchi",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-03-22T18:13:48.927Z",,"2023-03-22T19:35:02.000Z","Hello Fabio,
Thank you so much for the kind words. We’re very happy to hear that we share the same passion for food and that you had a great experience with us!","Dinner",,,"£30–40",,,"Dine in",,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNSNE0ycERnEAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90C76ZDjDloQ7FvFIWU9hu7LlpZ4JMyCGL8drFekIihAKlJ581n3z_b7gAl45RO5aZqLROZCcwG7EvXz-O1bhMnAg-YdAK3CQXYKK72RhQkDRfu21rlKd3pCgfwC6-98ULyQmduaHQ","https://lh3.googleusercontent.com/geougc-cs/AB3l90A5-xUZfM4Q5Z0uropwRhCbMDITs5pRZhwibaMn7HcRDZmKgrr55DMFo4KyX1ai9R7u1X9gKKKteJOLzJCuhwSFwrZo7JmfiJ0G_zFOhgTOHTsB-3-lky9WmtaVRv66Yt32UnTW",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSNE0ycERnEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICR4M2pDg%7CCgwI3IrtoAYQ4MK6ugM%7C?hl=en","110106605254491110441","174","https://lh3.googleusercontent.com/a-/ALV-UjWclxlm75XtqMzyaWgNZHXo4fYdrpEJ5NLvJCnTWwk5rxHQP4-0hw=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/110106605254491110441?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Probably the best Brazilian food in London - just missing polenta frita on the menu",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Mariana Polastri",,"pt","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-03-19T22:43:38.475Z",,"2023-03-22T19:36:36.000Z","Ola Mariana! Muito obrigado pelo seu feedback. Ficamos muito felizes em saber que você teve uma boa experiência conosco! Volte Sempre","Dinner",,,"£20–30",,,"Dine in",,,,,"ChZDSUhNMG9nS0VJQ0FnSURobDltX0JBEAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90CaiZlLibyfr83dmtesaPICC4EMXV35GoZntKkjWLJkHcYYVyposQnhfSVOC_E_ZYzrBbgiJrpqkyOKZOFGX-eEkUzhi86BNkMPpDv0hTGmmbXTiQS1zGskQh0UWuG4UOqicHF6dQ",,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURobDltX0JBEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDhl9m_BA%7CCgwImqDeoAYQ-Ifi4gE%7C?hl=en","118023284168802083218","42","https://lh3.googleusercontent.com/a/ACg8ocJZ2pn4wuk37g7CJAk51ZCkd9R5LyUlLfHY_E2waeAMsz_q2Mgg=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/118023284168802083218?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Melhor picanha que eu já comi! E a pizza tem uma massa fininha e a borda de catupiry é maravilhosa! E não posso de deixar de mencionar o excelente atendimento que recebemos, Edi foi muito atencioso!","Best picanha I've ever had! And the pizza has a thin crust and the catupiry crust is wonderful! And I can't forget to mention the excellent service we received, Edi was very attentive!","Marinatto","4.6","en","https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Daiane Oliveira",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-03-16T17:55:06.915Z",,"2023-03-22T19:38:35.000Z","Hello Daiane! Thank you so much for the kind words. We hope to see you again soon.","Lunch",,,"£20–30",,,"Dine in",,,,,"ChdDSUhNMG9nS0VJQ0FnSURoNDZhMWh3RRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoNDZhMWh3RRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDh46a1hwE%7CCgwI-q_NoAYQyJuytAM%7C?hl=en","109691840373137338583","10","https://lh3.googleusercontent.com/a-/ALV-UjX7O9eX3Kl9vDAWl-2lOGYhfCC-nHvCMkMvwYOo0icYF2eFw_i8=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109691840373137338583?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","We went in a group of seven. The service and food were on point, everything was delicious, and Edi was lovely assisting us. We are definitely coming back!",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Hektor Gomes",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-03-08T22:21:37.023Z",,"2023-04-03T11:28:46.000Z","Thank you Hektor",,,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSURoem9yZWlBRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoem9yZWlBRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDhzoreiAE%7CCgsI8ZSkoAYQ8LKxCw%7C?hl=en","115333917756201339030","2","https://lh3.googleusercontent.com/a/ACg8ocLWGL9NklC6AwtYWN6by_lXPzrkfmzQSRr9CgM0x1Ao4SOhYg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115333917756201339030?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Leonardo Knob",,"pt","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-03-08T19:24:43.352Z",,"2023-03-09T17:52:31.000Z","Olá Leonardo! Ficamos muito felizes com o seu feedback. Volte sempre!",,,,,,,"Delivery",,,,,"ChdDSUhNMG9nS0VJQ0FnSURoanRYWG1BRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoanRYWG1BRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDhjtXXmAE%7CCgwI-8GjoAYQqNqfqAE%7C?hl=en","116978836598557374880","4","https://lh3.googleusercontent.com/a-/ALV-UjVIYEmXcH3Csm0cJrXwrlK0f1KILRv1vezB4OtD8eCpyLnIbF4=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116978836598557374880?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","A Marinatto não decepciona consegue trazer o jeitinho da pizza Brasileira para o Reino Unido, se você gosta de comida saborosa, recheios generosos e aquele Catupiry que só brasileiro conhece, a Marinatto é o lugar certo.","Marinatto doesn't disappoint, it manages to bring the Brazilian pizza style to the United Kingdom. If you like tasty food, generous toppings and that Catupiry that only Brazilians know, Marinatto is the right place.","Marinatto","4.6","en","https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Bruno Shad",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-03-03T15:18:34.195Z",,"2023-04-03T11:28:53.000Z","Thanks Bruno!",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURoN0tYNVJBEAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoN0tYNVJBEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDh7KX5RA%7CCgsIyp-IoAYQ8J6SXQ%7C?hl=en","111083665283522629725","6","https://lh3.googleusercontent.com/a-/ALV-UjVgSvXxEfTT_Us5SVQi_nGQv1dsXcqQZKelPB4QNBXcM9120mYn=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/111083665283522629725?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Zara Zoo",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-02-22T10:00:14.529Z",,"2023-03-09T17:54:23.000Z","Thank you for your feedback, Zara!","Other",,,"£20–30",,,"Dine in",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNoeTl2VXlnRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoeTl2VXlnRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIChy9vUygE%7CCgwIrs_XnwYQwKuq_AE%7C?hl=en","104558145968476222931","3","https://lh3.googleusercontent.com/a/ACg8ocJBNUBpcGWUDyXQfQQAAm7fh2X8J0eWn0KKn1om7CKpxOIKOQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104558145968476222931?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","3",,"Ground Floor, 27 Streatham High Rd","false","Do you want tasty Brazilian food? Here you can find! We were served by an extremely polite young man (curly hair). Wonderful pizzas, snacks too, but if you want mayonnaise and ketchup you will have to pay extra for that. At dessert time: acai was frozen, we had to spend a while trying to break it to eat it in pieces. Customers don't have a crystal ball to know that they should order the acai when it arrives. Other than that the amount of condensed milk served is disproportionate (little). About accommodating children: an adaptable child seat was not offered on site.",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Thiele Augusto",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-02-19T21:03:18.889Z",,"2023-02-27T17:04:11.000Z","Thank you!",,,,,,,,,"4","5","5","ChdDSUhNMG9nS0VJQ0FnSUNobmNiMF9RRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNobmNiMF9RRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIChncb0_QE%7CCgwIlp3KnwYQkKCjqAM%7C?hl=en","104988293258709604813","1","https://lh3.googleusercontent.com/a/ACg8ocIvyTAHwBp_-eqVuIOdXKiB3qoRoh1z3mZKmA6LcpXD4nlaNA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104988293258709604813?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Sergio Domingos",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-02-11T17:30:42.510Z",,"2023-02-27T17:03:56.000Z","Thank you!",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNoeHBQamRBEAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoeHBQamRBEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIChxpPjdA%7CCgwIwqGfnwYQiNOw8wE%7C?hl=en","103652953999607763812","29","https://lh3.googleusercontent.com/a-/ALV-UjV5NvPkVK7Ww2xaSAaJJQKHIKdMplWb-XtIgV932devXd9nmapZ=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/103652953999607763812?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Natalia Ayumi",,"pt","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-02-02T20:38:45.647Z",,"2023-02-07T16:52:31.000Z","Ola Natalia, obrigado pelo seu feedback. Volte sempre!","Dinner",,,"£20–30",,,"Dine in",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNoa0pEZnBRRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoa0pEZnBRRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIChkJDfpQE%7CCgwI1b7wngYQuMnltAI%7C?hl=en","108580988235761422135","5","https://lh3.googleusercontent.com/a/ACg8ocJ19IlpPZ6x8d-D3KTTiB26N02YPWp-5iYpoN4o3680zMOMjw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108580988235761422135?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Pizzas muito boas, rodízio com bom custo e Atendimento muito bom. O Eddy é super atencioso","Very good pizzas, good value for money and very good service. Eddy is very attentive.","Marinatto","4.6","en","https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Roberta Cadetti Mate",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-01-29T12:49:50.671Z",,"2023-02-07T16:53:18.000Z","Ola Roberta obrigado pelo seu feedback! Ficamos felizes em saber que você gostou, volte sempre!","Dinner",,,"£20–30",,,"Dine in",,,,,"ChdDSUhNMG9nS0VJQ0FnSURCbV9IdHhnRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCbV9IdHhnRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDBm_HtxgE%7CCgwI7tbZngYQsOSrwAI%7C?hl=en","113212618816265528851","8","https://lh3.googleusercontent.com/a-/ALV-UjVajrgHF9ldbc7fnZnY_v2J6MxwE7KlwKSi8OZ-FNbxbwQkUTbJ=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/113212618816265528851?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","lucas Durao",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","2 years ago","2023-01-27T17:00:37.300Z",,"2023-02-07T16:51:33.000Z","Ola Lucas, obrigado pelo seu feedback! Volte sempre","Dinner",,,"£20–30",,,"Dine in",,"3","5","4","ChdDSUhNMG9nS0VJQ0FnSURCNF9iT3p3RRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCNF9iT3p3RRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDB4_bOzwE%7CCgwItYbQngYQ4KWwjwE%7C?hl=en","104829133837514548489","10","https://lh3.googleusercontent.com/a-/ALV-UjW0f9N1Q38-we0bJzudIUgIVxcRqYSoO7fV-ZZmTlbeYD3D9e8a=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/104829133837514548489?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
